fact_id,text,times_posted,last_posted
FT-0541,"Tenth-century Córdoba, under Umayyad rule, may have held several hundred thousand residents and a library of several hundred thousand books, at a time when much of Europe had barely any.",1,2026-09-03T00:11:18+00:00
FT-0542,"When Saladin retook Jerusalem in 1187, he largely spared its population — a sharp contrast with the massacre that followed the crusaders' capture of the city in 1099.",1,2026-09-03T00:12:50+00:00
FT-0543,"Suleiman the Magnificent's reign, from 1520 to 1566, took Ottoman power from the gates of Vienna to the Persian Gulf.",1,2026-09-03T05:41:33+00:00
FT-0544,"Charlemagne, according to his own biographer, never learned to write fluently and kept writing tablets under his pillow to practice late in life.",1,2026-09-03T05:43:05+00:00
FT-0545,"Medieval European courts sometimes settled guilt through ""trial by ordeal"" — a burn wound that healed cleanly within days was taken as a sign of innocence.",1,2026-09-03T05:44:36+00:00
FT-0546,Pope Innocent III annulled the Magna Carta within weeks of its 1215 signing; it only became a lasting legal cornerstone after being reissued repeatedly over the following century.,1,2026-09-03T05:46:08+00:00
FT-0547,"Eleanor of Aquitaine was queen consort of France, then of England, and personally joined the Second Crusade in 1147.",1,2026-09-03T05:47:39+00:00
FT-0548,"The Fourth Crusade of 1204 never reached the Holy Land — it sacked Constantinople instead, a Christian city, dealing the Byzantine Empire a wound it never fully recovered from.",1,2026-09-03T11:06:07+00:00
FT-0549,"Around 1100 AD, the mound-building city of Cahokia near modern St. Louis may have held up to 20,000 people, likely more than London at the time.",1,2026-09-03T11:07:39+00:00
FT-0550,"Inca emperors were mummified after death and continued, through attendants, to ""own"" estates and attend court ceremonies for generations.",1,2026-09-03T11:09:11+00:00
FT-0551,The Maya independently developed the mathematical concept of zero and tracked dates over thousands of years using their Long Count calendar.,1,2026-09-03T11:10:42+00:00
FT-0552,"Andean societies recorded numbers, and possibly narratives, using quipu — knotted and colored cords read more like a code than a script.",1,2026-09-03T11:12:14+00:00
FT-0553,"Spain's colonial silver mines at Potosí, Bolivia, produced such vast quantities of silver in the 1500s and 1600s that Spanish coinage became a global trade currency.",1,2026-09-03T16:20:18+00:00
FT-0554,"Historians estimate that roughly 90% of the Americas' indigenous population died within a century of European contact, mostly from introduced diseases.",1,2026-09-03T16:21:51+00:00
FT-0555,"The Spanish friar Bartolomé de las Casas's 16th-century accounts of colonial cruelty in the Caribbean helped fuel the enduring ""Black Legend"" against Spain.",1,2026-09-03T16:23:22+00:00
FT-0556,"Of an estimated 12.5 million Africans forced onto slave ships across the Atlantic, roughly 1.8 million died during the crossing itself.",1,2026-09-03T16:24:54+00:00
FT-0557,"During Jamestown's brutal winter of 1609-1610, starving colonists reportedly resorted to eating rats — and archaeological evidence points to at least one case of cannibalism.",1,2026-09-03T16:26:26+00:00
FT-0558,"The Haitian Revolution's success helped convince Napoleon to abandon his plans for a North American empire, a factor in France's decision to sell Louisiana in 1803.",1,2026-09-03T19:44:45+00:00
FT-0559,"France's Reign of Terror sent an estimated 17,000 people to the guillotine or firing squad in under a year, from 1793 to 1794.",1,2026-09-03T19:46:17+00:00
FT-0560,George Washington's Continental Army lost most of its major pitched battles against the British — and won the war largely by refusing to disappear.,1,2026-09-03T19:47:48+00:00
FT-0561,"The revolutions of 1848 swept dozens of European states within months, toppling governments almost everywhere — yet nearly all of them ultimately failed.",1,2026-09-03T22:29:55+00:00
FT-0562,China's Xinhai Revolution of 1911 ended more than two thousand years of imperial dynastic rule within the span of a few months.,1,2026-09-03T22:31:27+00:00
FT-0563,Mexico's war of independence began in 1810 when the priest Miguel Hidalgo rang a village church bell to summon a peasant army.,1,2026-09-04T00:55:49+00:00
FT-0564,"According to court accounts, Ivan the Terrible killed his own son and heir in a fit of rage in 1581.",1,2026-09-04T00:57:20+00:00
FT-0565,"Catherine the Great seized the Russian throne in a 1762 coup against her own husband, Peter III, who died in mysterious circumstances days later.",1,2026-09-04T05:46:39+00:00
FT-0566,"Russia's February Revolution of 1917 began as bread riots by female textile workers in Petrograd, on International Women's Day.",1,2026-09-04T05:48:11+00:00
FT-0567,"Germany arranged Lenin's return to Russia in 1917 in a sealed train, gambling that a revolution would knock Russia out of World War I.",1,2026-09-04T05:49:43+00:00
FT-0568,"Stalin's Great Purge of 1936-1938 sent an estimated 750,000 people to execution and far more to the Gulag.",1,2026-09-04T05:51:15+00:00
FT-0569,"For over three years, the Western Front's trench lines in WWI barely moved more than a few miles despite millions of casualties.",1,2026-09-04T11:09:11+00:00
FT-0570,"The Treaty of Versailles forced Germany to accept sole blame for WWI under its ""war guilt"" clause — a grievance historians link to the Nazi party's later rise.",1,2026-09-04T11:10:43+00:00
FT-0571,"One leading theory traces the 1918 flu pandemic's origin to a US Army camp in Kansas — it's called the ""Spanish flu"" only because Spain's neutral wartime press covered it more openly.",1,2026-09-04T11:12:14+00:00
FT-0572,"Archduke Franz Ferdinand's assassin, Gavrilo Princip, only got his shot because the archduke's driver took a wrong turn and stopped right in front of him.",1,2026-09-04T11:13:45+00:00
FT-0573,"The Manhattan Project employed more than 130,000 people, most of whom had no idea what they were building.",1,2026-09-04T11:15:17+00:00
FT-0574,"An estimated 2 million people died in the Battle of Stalingrad, making it one of the single bloodiest battles in human history.",1,2026-09-04T16:16:01+00:00
FT-0575,Operation Barbarossa in 1941 launched more than 3 million Axis troops into the Soviet Union at once — the largest invasion force ever assembled.,1,2026-09-04T16:17:32+00:00
FT-0576,"American dive bombers caught four Japanese aircraft carriers mid-refueling at the Battle of Midway in 1942, turning the Pacific War within minutes.",1,2026-09-04T16:19:04+00:00
FT-0577,"Kursk in 1943 is often called history's largest tank battle, with thousands of tanks engaged on both sides.",1,2026-09-04T16:20:36+00:00
FT-0578,Finland's outnumbered forces inflicted disproportionate Soviet casualties during the Winter War of 1939-40 before eventually ceding territory.,1,2026-09-04T16:22:08+00:00
FT-0579,"Nelson Mandela served 27 years in prison before his 1990 release, and became South Africa's first Black president just four years later.",1,2026-09-04T19:27:06+00:00
FT-0580,"In 1960 alone, 17 African nations gained independence from colonial rule — historians call it the ""Year of Africa.",1,2026-09-04T19:28:38+00:00
FT-0581,"Ghana became the first Sub-Saharan African colony to win independence, in 1957, under Kwame Nkrumah.",1,2026-09-04T19:30:09+00:00
FT-0582,Belgian Congo's transition to independence in 1960 was so abrupt that the new country reportedly had only a handful of university graduates.,1,2026-09-04T22:18:54+00:00
FT-0583,"Portugal's 1974 Carnation Revolution — named for the flowers protesters placed in soldiers' rifle barrels — was nearly bloodless, and it triggered the independence of Angola and Mozambique the following year.",1,2026-09-04T22:20:26+00:00
FT-0584,"Algeria's war of independence from France, from 1954 to 1962, killed several hundred thousand people in one of decolonization's bloodiest conflicts.",1,2026-09-05T00:51:37+00:00
FT-0585,"India's 1947 partition displaced an estimated 15 million people and killed hundreds of thousands, if not over a million.",1,2026-09-05T00:53:08+00:00
FT-0586,"A British lawyer named Cyril Radcliffe, who had never before set foot in India, was given about five weeks to draw the border that split it from Pakistan.",1,2026-09-05T05:37:06+00:00
FT-0587,"The 1971 Bangladesh Liberation War drove millions of refugees into India within months, one of the century's fastest-moving refugee crises.",1,2026-09-05T05:38:38+00:00
FT-0588,"The 1954 Geneva Accords split Vietnam at the 17th parallel as a ""temporary"" measure pending elections that were never held.",1,2026-09-05T05:40:10+00:00
FT-0589,"Indonesia's 1965-66 anti-communist purges are estimated to have killed 500,000 people or more.",1,2026-09-05T05:41:42+00:00
FT-0590,"The 1956 Suez Crisis exposed that Britain and France could no longer act as independent global powers without US backing, effectively closing their imperial era.",1,2026-09-05T10:29:02+00:00
FT-0591,"Aboard a Soviet submarine during the 1962 Cuban Missile Crisis, officer Vasili Arkhipov's lone refusal to authorize a nuclear torpedo may have prevented a wider war.",1,2026-09-05T10:30:34+00:00
FT-0592,"Warsaw Pact forces, roughly 250,000 strong, crushed the reformist Prague Spring within months in 1968.",1,2026-09-05T10:32:05+00:00
FT-0593,Mao's Great Leap Forward triggered a famine in 1958-1962 estimated to have killed tens of millions of people.,1,2026-09-05T10:33:36+00:00
FT-0594,"China's Cultural Revolution, launched in 1966, shut universities for years and sent millions of urban youth to labor in the countryside.",1,2026-09-05T13:49:51+00:00
FT-0595,"The Khmer Rouge's rule over Cambodia from 1975 to 1979 killed an estimated 1.5 to 2 million people, roughly a quarter of the population.",1,2026-09-05T13:51:22+00:00
FT-0596,"Louis XIV of France reigned for 72 years, the longest confirmed reign of any monarch in European history.",1,2026-09-05T13:52:54+00:00
FT-0597,"The Habsburgs expanded their realm largely through marriage, immortalized in the Latin motto: let others wage war; you, happy Austria, marry.",1,2026-09-05T16:45:42+00:00
FT-0598,"Elizabeth I of England never married, partly to avoid ceding power to a foreign husband, cultivating instead the image of the ""Virgin Queen.",1,2026-09-05T16:47:14+00:00
FT-0599,"Beijing's Forbidden City, completed in 1420 under the Yongle Emperor, reportedly took roughly a million laborers to build.",0,
FT-0600,"Mughal emperor Akbar abolished the tax on non-Muslim subjects in 1564 and actively promoted religious tolerance, unusual for a 16th-century ruler.",0,
FT-0601,Shah Jahan built the Taj Mahal as a mausoleum for his favorite wife — then spent his final years imprisoned by the son who succeeded him.,0,
FT-0602,"Aurangzeb pushed the Mughal Empire to its largest territorial extent, but historians often blame his religious policies for accelerating its later decline.",0,
FT-0603,"At the Battle of Hastings in 1066, a feigned Norman retreat reportedly lured English soldiers out of their shield wall, breaking the line.",0,
FT-0604,"At Agincourt in 1415, a heavily outnumbered English army ravaged by dysentery still routed the French, largely thanks to the longbow.",0,
FT-0605,"Roughly 168 Spanish conquistadors captured the Inca emperor Atahualpa at Cajamarca in 1532, despite facing an empire of millions.",0,
FT-0606,The British East India Company won control of Bengal at the 1757 Battle of Plassey partly by bribing a rival commander to defect mid-battle.,0,
FT-0607,"British colonial forces suffered one of their worst defeats against a technologically inferior army at Isandlwana, Zulu territory, in 1879.",0,
FT-0608,"At Adwa in 1896, Ethiopian forces under Menelik II decisively defeated an invading Italian army, preserving Ethiopia's independence.",0,
FT-0609,"The 1916 Sykes-Picot Agreement secretly carved up the Ottoman Middle East between Britain and France, drawing lines that still shape conflicts today.",0,
FT-0610,"A British diplomat drew the Durand Line in 1893, splitting Pashtun territory between Afghanistan and British India — a border still disputed today.",0,
FT-0611,"The Treaty of Waitangi exists in English and Māori versions with subtly different meanings, a discrepancy still argued over in New Zealand courts.",0,
FT-0612,"The 1848 Treaty of Guadalupe Hidalgo forced Mexico to cede roughly half its territory to the United States, including present-day California and Arizona.",0,
FT-0613,A secret protocol in the 1939 Molotov-Ribbentrop Pact divided Poland and the Baltic states between Nazi Germany and the Soviet Union before either invaded.,0,
FT-0614,"Peter the Great toured Western Europe incognito in the 1690s, working as a shipwright's apprentice in a Dutch shipyard to learn naval construction firsthand.",0,
FT-0615,Simón Bolívar's campaigns helped liberate six modern South American countries from Spanish rule in the early 1800s.,0,
FT-0616,"Toussaint Louverture rose from slavery to lead the Haitian Revolution, negotiating with European powers before dying in a French prison in 1803.",0,
FT-0617,"Spartacus's slave rebellion defeated multiple Roman armies between 73 and 71 BC before its collapse; some 6,000 survivors were reportedly crucified along the Appian Way.",0,
FT-0618,"As a young man, Julius Caesar was captured by pirates — and after being ransomed, he hunted them down and had them crucified, just as he'd jokingly warned them he would.",0,
FT-0619,"Emperor Diocletian split Roman rule among four co-emperors in 293 AD, a system meant to stabilize the empire that instead triggered fresh civil wars.",0,
FT-0620,"Boudica led a revolt against Roman rule in Britain around 60-61 AD, reportedly burning the city of Londinium to the ground before her defeat.",0,
FT-0621,Queen Zenobia of Palmyra briefly carved out an empire stretching into Egypt in the 3rd century AD before Rome's Aurelian defeated and reportedly paraded her in golden chains.,0,
FT-0622,Empress Dowager Cixi effectively ruled China from behind a screen for nearly five decades in the late Qing dynasty.,0,
FT-0623,"Belgian colonial administrators issued identity cards labeling Rwandans and Burundians as Hutu or Tutsi, hardening categories that had once been far more fluid.",0,
FT-0624,"Britain fought the Opium Wars of 1839-1860 largely to keep selling opium into China, forcing Beijing to cede Hong Kong and open its ports to Western trade.",0,
FT-0625,Foreign legations in Beijing endured a 55-day siege during the Boxer Rebellion of 1900 before an eight-nation relief force intervened.,0,
FT-0626,"Japan's 35-year annexation of Korea, beginning in 1910, included campaigns to suppress the Korean language in schools.",0,
FT-0627,The Ottoman government's campaign against Armenians from 1915 to 1923 killed an estimated 1 to 1.5 million people — an event modern Turkey still disputes.,0,
FT-0628,"At Ain Jalut in 1260, the slave-soldier Mamluks of Egypt inflicted the first major defeat on a Mongol army, halting its advance into Africa.",0,
FT-0629,"Shah Ismail I made Twelver Shia Islam the official religion of Persia in 1501, a choice that still defines Iran's religious identity.",0,
FT-0630,"Archaeological evidence suggests Aboriginal Australians have maintained a continuous culture stretching back at least 65,000 years — the longest of any population on Earth.",0,
FT-0631,"Captain Cook charted much of the Pacific in the 1770s before being killed in Hawaii in 1779, in a dispute that began over a stolen ship's boat.",0,
FT-0632,The Tu'i Tonga Empire projected influence across much of Polynesia through trade and tribute networks between roughly 1200 and 1500.,0,
FT-0633,"New Zealand was among the last major landmasses settled by humans, reached by Polynesian voyaging canoes only around 1250 to 1300 AD.",0,
FT-0634,"The Iroquois Confederacy united five, later six, Native nations under a shared council of representatives, a system with roots reaching back centuries before European contact.",0,
FT-0635,"The forced 1838 removal of the Cherokee and other nations, later called the Trail of Tears, killed thousands through exposure, disease and starvation along the way.",0,
FT-0636,"Some estimates suggest the 1864-1870 Paraguayan War killed more than half of Paraguay's population, including a staggering share of its adult men.",0,
FT-0637,"Hittite and Egyptian scribes recorded one of history's earliest known peace treaties after the Battle of Kadesh, around 1259 BC.",0,
FT-0638,"Ancient Nubian rulers at Meroë, in modern Sudan, built well over 200 pyramids — more than Egypt, though each considerably smaller.",0,
FT-0639,"According to tradition, the Phoenician queen Dido founded Carthage around 814 BC, a city that would grow to rival Rome for control of the western Mediterranean.",0,
FT-0640,"Mohenjo-daro, a city of the Indus Valley Civilization dating to around 2500 BC, had covered drains and household plumbing more advanced than many cities millennia later.",0,
FT-0641,"Chroniclers wrote that when the Mongols sacked Baghdad in 1258, so many books were dumped into the Tigris that the river ran black with ink.",0,
FT-0642,"London's Great Plague of 1665, a late outbreak of the same bacterium behind the Black Death, is estimated to have killed around 100,000 people.",0,
FT-0643,"The medieval Hanseatic League, a confederation of merchant cities, dominated Baltic and North Sea trade for centuries without ever becoming a formal state.",0,
FT-0644,"Modern experiments show fitted suits of medieval plate armor, at roughly 20-25 kg spread across the body, let a trained wearer run, climb and even roll on the ground.",0,
FT-0645,"Watergate's fallout made Richard Nixon, in 1974, the only US president ever to resign from office.",0,
FT-0646,"The US only formally acknowledged its role in the 1953 coup that toppled Iran's prime minister, Mohammad Mossadegh, decades after the fact.",0,
FT-0647,The Marshall Plan funneled roughly $13 billion — well over $100 billion today — into rebuilding Western European economies after World War II.,0,
FT-0648,"Founded in 1961, the Non-Aligned Movement tried to chart a path for developing nations outside both the US and Soviet Cold War blocs.",0,
FT-0649,Iran's 1979 revolution replaced a Western-backed monarchy with an Islamic republic in under a year.,0,
FT-0650,"The Berlin Wall's fall in 1989 was set off partly by a flustered East German spokesman who misspoke at a press conference, implying travel restrictions were lifted immediately.",0,
FT-0651,"The Rwandan genocide of 1994 killed an estimated 800,000 people, most of them Tutsi, in roughly 100 days.",0,
FT-0652,"China's civil war between Communists and Nationalists, fought from 1927 to 1949 with a wartime pause, ended with the Nationalist government's retreat to Taiwan.",0,
FT-0653,"The Mfecane, a period of upheaval and mass migration in early-19th-century southern Africa tied to Zulu expansion, reshaped the region's ethnic map and displaced groups thousands of kilometers from home.",0,
FT-0654,"The Kingdom of Dahomey, in what is now Benin, maintained an elite corps of female soldiers, sometimes called the Dahomey Amazons by European observers, well into the 19th century.",0,
FT-0655,"Aksum's King Ezana adopted Christianity as a state religion in the 4th century AD, decades before the Roman Empire did the same.",0,
FT-0656,Vasco da Gama's 1498 voyage around Africa to India opened a direct sea route that let Portugal bypass centuries-old Venetian and Middle Eastern middlemen in the spice trade.,0,
FT-0657,"Cyclone Olivia struck Barrow Island, Australia in 1996 with a gust of 408 km/h — the fastest wind speed ever recorded on Earth's surface outside a tornado.",0,
FT-0658,"Before that gust was verified, Mount Washington in New Hampshire held the world wind speed record for 62 years, with a 1934 measurement of 372 km/h.",0,
FT-0659,"Georgia's Veryovkina Cave plunges roughly 2,209 metres into the Arabika Massif, making it the deepest known cave on Earth.",0,
FT-0660,"Malaysia's Sarawak Chamber is the largest known cave chamber by area — about 700 m long and 300 m wide, roomy enough to park dozens of jumbo jets.",0,
FT-0661,"Kentucky's Mammoth Cave has more than 686 km of mapped passages, about one and a half times longer than any other known cave system on Earth.",0,
FT-0662,"Vietnam's Hang Sơn Đoòng cave is so enormous it contains its own jungle, an underground river, and clouds that form near its ceiling.",0,
FT-0663,"Mexico's Naica Mine holds a chamber of gypsum crystals up to 12 metres long, grown over hundreds of thousands of years in mineral-rich water.",0,
FT-0664,New Zealand's Waitomo Caves glow with thousands of bioluminescent glowworms whose silk threads mimic a starry night sky on the ceiling.,0,
FT-0665,China's Three Gorges Dam holds so much water that NASA calculates it has slowed Earth's rotation by about 0.06 microseconds per day.,0,
FT-0666,The 2004 Sumatra earthquake shifted enough mass to shorten Earth's day by an estimated 2.68 microseconds — over 40 times the effect of the Three Gorges Dam.,0,
FT-0667,"The 1960 Valdivia earthquake in Chile measured magnitude 9.5, the most powerful earthquake ever recorded by modern instruments.",0,
FT-0668,"The San Andreas Fault is slowly carrying Los Angeles toward San Francisco; at current rates, the two cities could sit side by side in roughly 15 million years.",0,
FT-0669,The 1811-12 New Madrid earthquakes in the American Midwest were so violent that eyewitnesses reported the Mississippi River briefly appearing to flow backward.,0,
FT-0670,Roughly 90% of the world's earthquakes and about three-quarters of its active volcanoes occur along the Pacific's so-called Ring of Fire.,0,
FT-0671,"Iceland's Laki volcano erupted for eight months in 1783, and the resulting sulfurous haze and famine are estimated to have killed a fifth of Iceland's population.",0,
FT-0672,"A Mexican farmer watched a volcano erupt straight out of his cornfield in 1943; within a year, Paricutin had grown into a cone over 300 metres tall.",0,
FT-0673,"Iceland's island of Surtsey rose from the sea in a 1963 eruption; scientists sealed it off immediately to study, untouched, how life colonizes new land.",0,
FT-0674,"Indonesia's Anak Krakatau, ""Child of Krakatoa,"" grew from the original volcano's flooded crater starting in 1927, then partially collapsed in 2018, triggering a deadly tsunami.",0,
FT-0675,"Congo's Nyiragongo volcano holds one of Earth's few persistent lava lakes, and its unusually fluid lava can race downhill at up to 60 km/h.",0,
FT-0676,"Ethiopia's Erta Ale volcano has hosted a nearly continuous lava lake since at least 1906, earning it the nickname ""Gateway to Hell.",0,
FT-0677,"Italy's Stromboli volcano has erupted in small bursts every 10 to 20 minutes for roughly 2,000 years, earning it sailors' nickname ""Lighthouse of the Mediterranean.",0,
FT-0678,"A vent on Hawaii's Kilauea, Puʻu ʻŌʻō, erupted almost continuously from 1983 to 2018, 35 years of nearly unbroken activity.",0,
FT-0679,"Antarctica's Mount Erebus is one of the only volcanoes on Earth with a long-lived lava lake, bubbling away in one of the coldest places on the planet.",0,
FT-0680,"Straddling Chile and Argentina, Ojos del Salado rises to roughly 6,893 m, making it the highest volcano on Earth — and it still occasionally steams.",0,
FT-0681,"Yellowstone's caldera, carved out by a supereruption 640,000 years ago, spans roughly 50 by 70 km; visitors drive across it without ever noticing.",0,
FT-0682,"Sumatra's Lake Toba fills the crater of a supervolcano that erupted an estimated 2,800 cubic km of material about 74,000 years ago, one of the largest eruptions in recent geological history.",0,
FT-0683,"India's Deccan Traps, a volcanic plateau covering roughly half a million square km, erupted around the time the dinosaurs went extinct 66 million years ago.",0,
FT-0684,Siberia's Traps eruptions some 252 million years ago covered an area nearly the size of Australia and are linked to the worst mass extinction in Earth's history.,0,
FT-0685,"Djibouti's Lake Assal sits about 155 m below sea level, the lowest point in Africa, and its water runs close to 35% salt — saltier than the Dead Sea.",0,
FT-0686,"Western Australia's Lake Hillier is a permanent, vivid bubblegum pink, a color that persists even when the water is scooped into a bottle.",0,
FT-0687,"Senegal's Lake Retba turns rose-pink in the dry season thanks to salt-loving algae, and villagers have harvested salt from its shallows for generations.",0,
FT-0688,"Africa's Lake Malawi is home to an estimated 700 to 1,000 species of cichlid fish, more than any other lake on Earth.",0,
FT-0689,"Lake Tanganyika is the world's second-deepest and second-oldest lake, formed in the East African Rift an estimated 9 to 12 million years ago.",0,
FT-0690,"Oregon's Crater Lake formed when Mount Mazama collapsed about 7,700 years ago; at nearly 594 m deep, it's the deepest lake in the United States.",0,
FT-0691,"Lake Chad has shrunk by more than 90% since the 1960s, squeezed by drought, shifting climate and rising water demand.",0,
FT-0692,"Antarctica's Lake Vanda stays sealed under ice all year, yet its bottom waters can reach around 25°C, warmed by trapped sunlight and geothermal heat.",0,
FT-0693,"Ethiopia's Danakil Depression averages annual highs above 41°C, making it widely considered the hottest continuously inhabited place on Earth.",0,
FT-0694,"A hailstone that fell near Vivian, South Dakota in 2010 measured about 20 cm across and weighed nearly 0.9 kg, the largest ever recovered in the US.",0,
FT-0695,"Washington's Mount Baker Ski Area logged 1,140 inches, about 29 metres, of snow in the winter of 1998-99, a world record for snowfall in a single season.",0,
FT-0696,"A lightning bolt recorded over Texas, Louisiana and Mississippi in April 2020 stretched roughly 768 km, the longest single flash ever certified.",0,
FT-0697,"A storm over Uruguay and Argentina in June 2020 produced a single lightning flash lasting 17.1 seconds, the longest duration ever recorded.",0,
FT-0698,"Venezuela's Lake Maracaibo sees so-called Catatumbo lightning on an estimated 140 to 160 nights a year, making it one of the most lightning-dense spots on Earth.",0,
FT-0699,"The Amazon River has no bridges anywhere along its roughly 6,400 km length — its banks are simply too remote and its channel too wide.",0,
FT-0700,"Near Manaus, Brazil, the dark Rio Negro and the pale, sandy Amazon run side by side for kilometres without fully mixing, thanks to differences in temperature, speed and density.",0,
FT-0701,"Brazil's Iguazu Falls is made up of some 275 individual cascades spread across nearly 3 km, wider than either Niagara or Victoria Falls.",0,
FT-0702,"China's Qiantang River produces the world's largest tidal bore, sending walls of water up to 9 m high surging upstream against the current.",0,
FT-0703,"The Ganges-Brahmaputra Delta, spanning Bangladesh and eastern India, is the largest river delta on Earth, built from sediment carried down from the Himalayas.",0,
FT-0704,"Siberia's Lena River empties into a delta so vast and cold that it stays frozen for more than half the year, forming one of the world's largest protected wetlands.",0,
FT-0705,"Seasonal floods can raise the Amazon's water level by as much as 10 m, submerging riverside forest so completely that fish swim between the tree trunks.",0,
FT-0706,"Antarctica hides more than 400 known subglacial lakes of liquid water, kept unfrozen by geothermal heat trapped beneath kilometres of ice.",0,
FT-0707,"Namibia's Namib Desert is thought to be the oldest desert on Earth, with arid conditions persisting for an estimated 55 to 80 million years.",0,
FT-0708,"Arabia's Rub' al Khali, or Empty Quarter, is the largest continuous sand desert on Earth, covering an area bigger than France.",0,
FT-0709,"Mongolia's Gobi Desert gets cold enough to snow in winter and has yielded some of the richest dinosaur fossil beds ever found, including the Flaming Cliffs.",0,
FT-0710,"Shifting dunes in China's Taklamakan Desert have swallowed entire ancient cities; its name is often said to mean ""go in and you won't come out.",0,
FT-0711,"Antarctica's McMurdo Dry Valleys are so parched that some soils there haven't seen rain in millions of years, and mummified seal carcasses can be centuries old.",0,
FT-0712,"New Zealand's landmass is just the visible tip of Zealandia, a mostly submerged continent roughly 94% underwater.",0,
FT-0713,"Yemen's Socotra island has been isolated so long that an estimated third of its plant species, including the umbrella-shaped dragon's blood tree, grow nowhere else on Earth.",0,
FT-0714,"Green turtles migrate more than 2,000 km from feeding grounds off Brazil to nest on the beaches of remote, volcanic Ascension Island.",0,
FT-0715,"Norway's Bouvet Island, a volcanic speck in the South Atlantic, is considered the most remote island on Earth, with Antarctica its nearest land some 1,700 km away.",0,
FT-0716,"Canada's Baffin Island, the world's fifth-largest island, covers more area than Sweden.",0,
FT-0717,"Ellesmere Island lies so far north its coasts brush the Arctic Ocean's permanent ice, yet muskoxen still graze there year-round.",0,
FT-0718,"Japan's Iwo Jima has risen several metres out of the Pacific over the past century, pushed upward by the same volcanic activity that formed it.",0,
FT-0719,"The Wallace Line, an invisible boundary running through the Indonesian archipelago, separates islands with Asian-descended mammals from islands with marsupials and other Australian-descended wildlife.",0,
FT-0720,"Isolation drove Galápagos finches on different islands to evolve distinctly shaped beaks, observations that helped shape Darwin's theory of evolution.",0,
FT-0721,"Baobab trees grow wild in Africa, Madagascar and Australia — continents that split apart tens of millions of years before botanists think their seeds could have crossed by ocean current, a puzzle still debated today.",0,
FT-0722,"The boreal forest, or taiga, stretching across Russia, Scandinavia and Canada, is the largest land biome on Earth, holding roughly a third of the world's forest cover.",0,
FT-0723,"Australia's Daintree Rainforest is estimated to be around 180 million years old, making it older than flowering plants themselves.",0,
FT-0724,"Roughly 1.2 to 2 million wildebeest migrate in a continuous loop across the Serengeti and Maasai Mara each year, chasing the rains.",0,
FT-0725,"Arctic terns fly an estimated 70,000 km round trip between the Arctic and Antarctic every year, farther than any other migrating animal.",0,
FT-0726,"In 2022, satellite tracking showed a bar-tailed godwit flying 13,560 km nonstop from Alaska to Tasmania without landing once, the longest known nonstop bird flight.",0,
FT-0727,"Monarch butterflies that have never made the trip before still navigate up to 4,500 km from Canada and the US to the same patch of Mexican fir forest their ancestors used.",0,
FT-0728,"Lake Baikal is home to the nerpa, the world's only exclusively freshwater seal species, living roughly 1,600 km from the nearest ocean.",0,
FT-0729,"Mangroves are among the only trees able to survive rooted in saltwater, forming coastal buffers across some 118 countries in the tropics and subtropics.",0,
FT-0730,"Permafrost underlies roughly a quarter of the land in the Northern Hemisphere, locking away carbon that has been accumulating for thousands of years.",0,
FT-0731,"The Denmark Strait cataract, an underwater waterfall formed where cold and warm water masses collide between Greenland and Iceland, drops roughly 3,500 m — taller than any waterfall on land.",0,
FT-0732,South Africa's Agulhas Current can generate rogue waves so steep that ships have reported nearly being swallowed whole in otherwise ordinary seas.,0,
FT-0733,"The 1995 ""Draupner wave,"" a 25.6 m rogue wave recorded in the North Sea, was the first scientific measurement to confirm freak waves were real, not sailors' exaggeration.",0,
FT-0734,"Cold, nutrient-rich water from the Humboldt Current makes the seas off Peru and Chile some of the most productive fisheries on Earth, until El Niño disrupts the flow.",0,
FT-0735,"Deep-sea ""black smokers,"" hydrothermal vents first found in 1977, host thriving ecosystems that run on chemical energy instead of sunlight.",0,
FT-0736,"Giant kelp can grow up to 60 cm in a single day, making it one of the fastest-growing organisms on the planet.",0,
FT-0737,"The ocean's so-called twilight zone, roughly 200 to 1,000 m down, is estimated to hold more fish biomass than every other part of the ocean combined.",0,
FT-0738,Southeast Asia's Coral Triangle holds an estimated 76% of the world's known coral species within less than 2% of the ocean's area.,0,
FT-0739,"Puerto Rico's Mosquito Bay glows blue-green at night from densely packed bioluminescent plankton, making it one of the brightest bioluminescent bays on Earth.",0,
FT-0740,"Greenland's Scoresby Sund is the longest fjord system in the world, reaching more than 350 km inland from the coast.",0,
FT-0741,"Argentina's Perito Moreno Glacier is one of the few glaciers on Earth still advancing rather than retreating, occasionally damming an entire lake before collapsing.",0,
FT-0742,"Greenland's Jakobshavn Glacier reached speeds of about 46 m a day in 2012, among the fastest glacier flows ever measured.",0,
FT-0743,"Antarctica's Lambert Glacier stretches more than 400 km and, with its ice shelf, drains an estimated 16% of the entire East Antarctic ice sheet.",0,
FT-0744,"Iceland's Vatnajökull is Europe's largest ice cap by volume, covering roughly 8% of the country's land area.",0,
FT-0745,"On New Zealand's South Island, the Franz Josef and Fox glaciers descend almost to sea level, spilling into temperate rainforest just kilometres from the coast.",0,
FT-0746,"Ethiopia's Afar Triangle is one of the few places on Earth where a mid-ocean ridge, normally hidden under the sea, is exposed on dry land.",0,
FT-0747,"At Iceland's Þingvellir, visitors can walk, or even dive, through a rift where the North American and Eurasian tectonic plates are pulling apart a few centimetres a year.",0,
