filename,title,caption,category,era,region,status,last_posted,times_posted,notes
(3) Instagram - Google Chrome 10_19_2025 2_41_46 PM.png,Countries where their Leaders have been Killed since 1972,"From coups to assassinations, this map marks every country whose head of state met a violent end since 1972.",Oddities & superlatives,Modern,World,active,2026-08-09T09:11:14+00:00,1,high-engagement debate topic; posted 2026-08-09 id 2086379766324580543
(3) Instagram - Google Chrome 10_19_2025 2_41_53 PM.png,Countries which have Carried out a Death Penalty from 2013-2019,"The US shares this list with China, Iran, and North Korea. A sobering map of capital punishment this decade.",Economy & society,Modern,World,active,,0,high-engagement debate topic
(3) Instagram - Google Chrome 10_19_2025 2_41_58 PM.png,"Spanish Civil War, 1936-1939",Four snapshots trace the Nationalists' relentless three-year march to Madrid. Watch the Republic shrink map by map.,Wars & conflicts,Interwar,Europe,active,2026-08-07T17:22:58+00:00,1,strong thread candidate; posted 2026-08-07 id 2085778740479758461
(3) Instagram - Google Chrome 10_19_2025 2_42_02 PM.png,"GDP per Capita of China vs African countries, 1980 vs 2021",In 1980 China was poorer than most of Africa. By 2021 the entire map had flipped.,Economy & society,Modern,Africa,active,2026-08-06T03:48:43+00:00,1,posted 2026-08-06 id 2085211441703866545
(3) Instagram - Google Chrome 10_19_2025 2_42_15 PM.png,Countries that Drive on the Left Side,A colonial-era quirk still shapes traffic on every continent. Here's who kept driving on the left.,Oddities & superlatives,Modern,World,active,2026-08-15T13:07:36+00:00,1,posted 2026-08-15 id 2088613577502658656
(3) Instagram - Google Chrome 10_19_2025 2_42_19 PM.png,Europe in 1900,Five empires dominated the entire continent just 14 years before it all came crashing down. A snapshot of old Europe at its peak.,Empires & borders,19th century,Europe,active,2026-08-02T23:29:04+00:00,1,similar to Europe in 1913 map in same batch; posted 2026-08-02 id 2084058932172194184
(3) Instagram - Google Chrome 10_19_2025 2_42_24 PM.png,"Italian Civil War (Liberation of Italy), 1943-1945",Mussolini's rump state versus the Kingdom of Italy: four maps tracing the peninsula's brutal split in WW2's final years.,Wars & conflicts,WWII,Europe,active,,0,strong thread candidate
(3) Instagram - Google Chrome 10_19_2025 2_42_28 PM.png,Europe in 1859,"Before unification, Italy and Germany were patchworks of kingdoms and duchies. See the continent just before it all changed.",Empires & borders,19th century,Europe,active,2026-07-16T20:41:15+00:00,1,posted 2026-07-16 id 2077856107322810830
(3) Instagram - Google Chrome 10_19_2025 2_42_32 PM.png,"Axis Invasion of France, 1940","In just six weeks, the map of France went from free to fully occupied. Watch the Axis tide sweep across the country.",Wars & conflicts,WWII,Europe,active,,0,strong thread candidate
(3) Instagram - Google Chrome 10_19_2025 2_42_36 PM.png,Countries with lower GDP than Elon Musk's Net Worth,One man's net worth outstrips the entire economy of most nations on Earth. The map of who Musk out-earns.,Oddities & superlatives,Modern,World,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_42_42 PM.png,"Europe in 1913, After Treaty of London","One year before the guns of August, the Balkans had just been redrawn by war. Here's Europe's last peacetime map.",Empires & borders,1910s,Europe,active,2026-07-21T06:20:24+00:00,1,similar to Europe in 1900 map in same batch; posted 2026-07-21 id 2079451403081126283
(3) Instagram - Google Chrome 10_19_2025 2_42_45 PM.png,"Axis Invasion of Greece, 1941","Italy alone couldn't finish the job, so Germany and Bulgaria joined in. Watch Greece fall in four stages in April 1941.",Wars & conflicts,WWII,Europe,active,,0,strong thread candidate
(3) Instagram - Google Chrome 10_19_2025 2_42_48 PM.png,First word of the National Anthems in Europe,"From Poland's 'Unity' to Russia's silence, the opening words of national anthems reveal a lot about national identity.",Religion & culture,Modern,Europe,active,2026-08-01T15:36:04+00:00,1,posted 2026-08-01 id 2083577512668393512
(3) Instagram - Google Chrome 10_19_2025 2_42_54 PM.png,"Occupation of Poland, 1939-1945","Split neatly between Germany and the Soviet Union, Poland vanished from the map entirely under the Molotov-Ribbentrop pact.",Empires & borders,WWII,Europe,active,2026-08-07T23:05:09+00:00,1,posted 2026-08-07 id 2085864852342649230
(3) Instagram - Google Chrome 10_19_2025 2_43_00 PM.png,"Franco-Prussian War, 1870-1871",In under a year France went from confident aggressor to an empire annexed and a new Germany born. Four maps tell the whole story.,Wars & conflicts,19th century,Europe,active,,0,strong thread candidate
(3) Instagram - Google Chrome 10_19_2025 2_43_56 PM.png,"Religions in the Russian Empire, 1897 (Europe)","One census, a dozen faiths: Catholics, Protestants, Muslims, and Buddhists all coexisted inside the Tsar's borders.",Religion & culture,19th century,Europe,active,2026-07-08T20:52:07+00:00,1,posted 2026-07-08 id 2074959740237385753
(3) Instagram - Google Chrome 10_19_2025 2_43_58 PM.png,"Invasion of Yugoslavia, 1941","In just one week, the Axis powers tore the Kingdom of Yugoslavia apart. Watch the country collapse day by day.",Wars & conflicts,WWII,Europe,active,2026-07-06T01:45:22+00:00,1,strong thread candidate; posted 2026-07-06 id 2073946372571902365
(3) Instagram - Google Chrome 10_19_2025 2_44_00 PM.png,Currencies in Europe 1956,"Before the euro, Europe was a patchwork of francs, marks, and lira. Here's what your wallet needed in 1956 depending on where you stood 💶",Economy & society,Cold War,Europe,active,2026-07-17T12:55:09+00:00,1,posted 2026-07-17 id 2078101196565516655
(3) Instagram - Google Chrome 10_19_2025 2_44_04 PM.png,Liberation of France 1944,Watch the swastika get pushed off the map in four snapshots as Allied forces swept across France in the summer of 1944.,Wars & conflicts,WWII,Europe,active,2026-08-01T10:16:14+00:00,1,posted 2026-08-01 id 2083497020481032324
(3) Instagram - Google Chrome 10_19_2025 2_44_09 PM.png,"What offers Citizenship, Land or Blood?","Your passport rules depend on an ancient Roman legal split still shaping the world: are you a citizen because of where you were born, or who your parents are?",Demographics & language,Modern,World,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_44_12 PM.png,Occupation of France 1940-1944,"France wasn't just occupied, it was carved into zones, with a sliver even handed to Mussolini's Italy. Here's the map the Vichy government tried to pretend wasn't real.",Wars & conflicts,WWII,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_44_16 PM.png,Territorial Losses of Germany after both World Wars,"Two world wars, two rounds of amputation: see exactly how much land Germany lost after 1918 and again after 1945.",Wars & conflicts,WWII,Europe,active,2026-08-11T13:52:56+00:00,1,posted 2026-08-11 id 2087175433829654981
(3) Instagram - Google Chrome 10_19_2025 2_44_19 PM.png,All the lands owned by Britain,The sun never set on this empire for a reason: nearly a quarter of the globe once flew the Union Jack.,Empires & borders,Various,World,active,2026-08-09T07:31:28+00:00,1,posted 2026-08-09 id 2086354659028136351
(3) Instagram - Google Chrome 10_19_2025 2_44_22 PM.png,Religions in Yugoslavia 1991,"One country, three faiths tangled together on the eve of collapse. This religious patchwork explains a lot about the wars that followed.",Religion & culture,20th century,Europe,active,2026-07-10T10:41:39+00:00,1,high-engagement debate topic; posted 2026-07-10 id 2075530883545928092
(3) Instagram - Google Chrome 10_19_2025 2_44_27 PM.png,All the lands owned by Portugal through history,"Tiny Portugal once stitched together an empire spanning Brazil, Africa, and Asia. Here's every corner of the globe it ever claimed 🌍",Empires & borders,Various,World,active,2026-08-18T03:22:40+00:00,1,posted 2026-08-18 id 2089553540251635980
(3) Instagram - Google Chrome 10_19_2025 2_44_32 PM.png,Occupation of France 1815,"Napoleon's defeat came with a price: a foreign occupation of France carved up between Britain, Prussia, Russia, and Austria.",Wars & conflicts,19th century,Europe,active,2026-07-24T13:10:21+00:00,1,posted 2026-07-24 id 2080641739052978646
(3) Instagram - Google Chrome 10_19_2025 2_44_41 PM.png,Treaty of Versailles 1919,"Slice by slice, this is exactly how much of Germany got handed away in 1919, and why so many Germans never forgave it.",Wars & conflicts,Interwar,Europe,active,2026-07-25T20:37:43+00:00,1,"posted 2026-07-25 id 2081116709730058748; top performer wk 2026-07-26 (6,925 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_44_48 PM.png,Countries that have gained independence from the United Kingdom,"From 1776 to 1980, watch the British Empire dissolve one independence day at a time.",Empires & borders,Various,World,active,,0,strong thread candidate
(3) Instagram - Google Chrome 10_19_2025 2_44_51 PM.png,All the Lands owned by the Netherlands through history,A small trading nation once held outposts from the Caribbean to Indonesia. Here's the full reach of the Dutch empire.,Empires & borders,Various,World,active,2026-08-04T03:47:41+00:00,1,posted 2026-08-04 id 2084486402893545611
(3) Instagram - Google Chrome 10_19_2025 2_44_55 PM.png,Europe in 1867,"The North German Confederation, Austria-Hungary, and a still-unified Italy: this is Europe just three years before it changed forever.",Empires & borders,19th century,Europe,active,2026-07-08T10:02:48+00:00,1,posted 2026-07-08 id 2074796332057805042
(3) Instagram - Google Chrome 10_19_2025 2_45_00 PM.png,Recognition of Israel and Palestine,"Not every country sees this conflict the same way: some recognize only Israel, some only Palestine, and most try to have it both ways.",Empires & borders,Modern,Middle East,active,,0,high-engagement debate topic
(3) Instagram - Google Chrome 10_19_2025 2_45_04 PM.png,All the Lands owned by Russia through history,"From Alaska to Manchuria, Russia's imperial footprint stretched across three continents at its peak.",Empires & borders,Various,World,active,2026-07-22T01:14:32+00:00,1,posted 2026-07-22 id 2079736818313089419
(3) Instagram - Google Chrome 10_19_2025 2_45_09 PM.png,Europe in 1654,"No Holy Roman Empire in sight yet at its full complexity, but the Ottomans, Poland-Lithuania, and Sweden were all superpowers in a Europe you'd barely recognize.",Empires & borders,Early modern,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_45_13 PM.png,D. Roosevelt's Partition Plan for Germany after World War II,FDR once floated splitting Germany into five separate countries. Here's the map that never happened.,Empires & borders,WWII,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_45_20 PM.png,More or Less Population in 2050,"By 2050, huge swaths of Europe and East Asia are projected to shrink while the Americas and Africa keep growing. Is your country on the losing side?",Demographics & language,Modern,World,active,2026-08-12T07:59:41+00:00,1,posted 2026-08-12 id 2087448925288726829
(3) Instagram - Google Chrome 10_19_2025 2_45_22 PM.png,Europe in 1795,"Poland-Lithuania is about to vanish entirely, and revolutionary France is already reshaping the map. This is Europe on the edge of chaos.",Empires & borders,Early modern,Europe,active,2026-07-27T06:52:39+00:00,1,posted 2026-07-27 id 2081633847179907455
(3) Instagram - Google Chrome 10_19_2025 2_45_25 PM.png,Proposed Allied Occupation of Japan after World War II,"The Allies almost split Japan the way they split Germany, with the Soviets, Americans, British, and Chinese each getting a slice.",Wars & conflicts,WWII,Asia,active,2026-08-15T07:06:43+00:00,1,"posted 2026-08-15 id 2088522756996354236; top performer wk 2026-08-16 (5,118 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_49_49 PM.png,Europe in 1790,"Just five years before the Napoleonic wars scrambled everything, this was the old order of kingdoms and empires still standing.",Empires & borders,Early modern,Europe,excluded,,0,near-duplicate of Europe in 1795/1794/1803 in this batch
(3) Instagram - Google Chrome 10_19_2025 2_49_51 PM.png,Morgenthau Plan for Germany after World War II,"This American plan wanted to strip Germany of its industry entirely and turn it into a farming country. Thankfully, it never happened.",Empires & borders,WWII,Europe,active,2026-07-30T23:33:01+00:00,1,posted 2026-07-30 id 2082972765162971613
(3) Instagram - Google Chrome 10_19_2025 2_49_53 PM.png,Countries that have been Invaded by Britain,Only a handful of countries in the world have never been invaded by Britain at some point in history. Can you spot them?,Wars & conflicts,Various,World,active,2026-07-28T10:17:50+00:00,1,strong thread candidate; posted 2026-07-28 id 2082047874364289030
(3) Instagram - Google Chrome 10_19_2025 2_49_55 PM.png,Europe in 1803,Napoleon is rising fast and the map is already shifting. This is the calm right before the storm of the Napoleonic Wars.,Empires & borders,Early modern,Europe,excluded,,0,near-duplicate of Europe in 1795/1794/1790 in this batch
(3) Instagram - Google Chrome 10_19_2025 2_49_57 PM.png,Originally Planned Hungarian Borders by the Entente 1916-1922,Hungary lost far more land in the final treaty than even this brutal first draft proposed. Imagine losing two-thirds of your country twice.,Wars & conflicts,Interwar,Europe,active,2026-07-14T12:58:33+00:00,1,posted 2026-07-14 id 2077014888095068605
(3) Instagram - Google Chrome 10_19_2025 2_49_59 PM.png,Largest Import Partner in African Countries 2000 vs 2022,"In just two decades, China swallowed up France's old sphere of influence across Africa almost entirely.",Economy & society,Modern,Africa,active,2026-07-04T04:11:48+00:00,1,posted 2026-07-04 id 2073258450298003762
(3) Instagram - Google Chrome 10_19_2025 2_50_01 PM.png,Europe in 1794,The Reign of Terror is in full swing back in Paris while the rest of Europe's borders still look remarkably old-fashioned.,Empires & borders,Early modern,Europe,excluded,,0,near-duplicate of Europe in 1795/1790/1803 in this batch
(3) Instagram - Google Chrome 10_19_2025 2_50_03 PM.png,Italian Plans for after WW2 (Proposed by Mussolini),Mussolini dreamed of a new Roman Empire swallowing up the entire Mediterranean rim. Reality had very different plans for him.,Empires & borders,WWII,Middle East,active,2026-07-20T06:36:17+00:00,1,posted 2026-07-20 id 2079093013100323165
(3) Instagram - Google Chrome 10_19_2025 2_50_50 PM.png,Countries that have Antarctic Research Bases,"Antarctica has no citizens, but it has a surprising number of landlords planting scientific flags.",Oddities & superlatives,Modern,World,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_50_52 PM.png,Europe in 1330,"Before the Black Death reshaped everything, Kievan Rus' and a fragmented Holy Roman Empire dominated a very different medieval map.",Empires & borders,Medieval,Europe,active,2026-08-11T09:30:54+00:00,1,posted 2026-08-11 id 2087109490793759185
(3) Instagram - Google Chrome 10_19_2025 2_50_55 PM.png,Separatist Movements in China,"Xinjiang, Tibet, and Inner Mongolia: three regions where independence movements have simmered for decades under Beijing's rule.",Empires & borders,Modern,Asia,active,,0,high-engagement debate topic
(3) Instagram - Google Chrome 10_19_2025 2_50_57 PM.png,Cuban Missile Crisis 1962: Missile Range,Ninety miles of ocean was all that separated the US from Soviet missiles that could reach almost the entire country in minutes.,Wars & conflicts,Cold War,North America,active,2026-07-16T13:09:33+00:00,1,"posted 2026-07-16 id 2077742433496961236; top performer wk 2026-07-19 (1,220 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_50_59 PM.png,Europe in 1942,"At the height of Nazi control, nearly the entire continent was either occupied, allied, or too afraid to resist. This is Hitler's Europe at its peak.",Empires & borders,WWII,Europe,active,2026-08-07T19:28:32+00:00,1,posted 2026-08-07 id 2085810340852564439
(3) Instagram - Google Chrome 10_19_2025 2_51_07 PM.png,Countries can hit any Place on the Earth with a Missile,Only a handful of nations possess missiles capable of reaching literally any point on the planet. The club is smaller than you'd think.,Wars & conflicts,Modern,World,active,2026-07-12T16:40:45+00:00,1,posted 2026-07-12 id 2076346031684640816
(3) Instagram - Google Chrome 10_19_2025 2_51_09 PM.png,Europe in 1650,The Thirty Years' War just ended and left the Holy Roman Empire shattered into hundreds of pieces. This is the map that redefined sovereignty itself.,Empires & borders,Early modern,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_51_17 PM.png,Europe in 1460,"Byzantium has just fallen and the Ottomans are surging while Muscovy is still just a rising regional power, not yet an empire.",Empires & borders,Medieval,Europe,active,2026-07-06T18:01:58+00:00,1,posted 2026-07-06 id 2074192143611052421
(3) Instagram - Google Chrome 10_19_2025 2_51_24 PM.png,Countries that have lost a war against birds,"Yes, this really happened: entire military campaigns launched against birds ended in humiliating defeat.",Oddities & superlatives,Various,World,active,2026-08-18T05:02:33+00:00,1,strong thread candidate; posted 2026-08-18 id 2089578676405084163
(3) Instagram - Google Chrome 10_19_2025 2_51_26 PM.png,Europe in 1700,The Great Northern War is about to erupt and the Ottomans still command a massive slice of the map that would soon start shrinking.,Empires & borders,Early modern,Europe,active,2026-07-30T07:11:02+00:00,1,posted 2026-07-30 id 2082725639753236600
(3) Instagram - Google Chrome 10_19_2025 2_51_29 PM.png,Native American Territorial Losses in the US,"From 1855 to 2022, watch a continent's worth of land shrink down to scattered fragments on the map.",Demographics & language,Various,North America,active,,0,high-engagement debate topic
(3) Instagram - Google Chrome 10_19_2025 2_51_31 PM.png,Most Popular Languages on Duolingo,"English dominates most of Europe on the app, but pockets of national pride keep Swedish, German, and French in the game.",Demographics & language,Modern,Europe,active,2026-08-13T19:33:58+00:00,1,posted 2026-08-13 id 2087986033317286026
(3) Instagram - Google Chrome 10_19_2025 2_51_34 PM.png,Europe in 1917 (on the 5th of April),"Just two days before America entered WWI, the old empires of Europe were still standing, though not for much longer.",Empires & borders,1910s,Europe,active,2026-08-12T05:54:15+00:00,1,posted 2026-08-12 id 2087417356679016745
(3) Instagram - Google Chrome 10_19_2025 2_51_39 PM.png,"Military Alliances in Europe, 1914 (June)",One assassination away from catastrophe: this is the tangled alliance system that turned a regional dispute into a world war.,Wars & conflicts,1910s,Europe,active,2026-08-07T00:23:39+00:00,1,posted 2026-08-07 id 2085522222731649065
(3) Instagram - Google Chrome 10_19_2025 2_51_41 PM.png,Europe in 1808,"Napoleon's Confederation of the Rhine has replaced the old Holy Roman Empire entirely, and his brothers are being installed as kings across the continent.",Empires & borders,Early modern,Europe,active,2026-07-23T13:16:26+00:00,1,posted 2026-07-23 id 2080280881466314840
(3) Instagram - Google Chrome 10_19_2025 2_51_44 PM.png,Languages in Switzerland,"Four languages, one tiny country, and a mountain range that quietly separates them all with surprising precision.",Demographics & language,Modern,Europe,active,2026-07-09T14:21:39+00:00,1,posted 2026-07-09 id 2075223862556434491
(3) Instagram - Google Chrome 10_19_2025 2_51_48 PM.png,Countries mentioned or referred in the Bible,"From Egypt to Persia, here's every modern country that gets a shoutout somewhere in the pages of the Bible.",Religion & culture,Antiquity,Middle East,active,2026-07-23T17:07:19+00:00,1,posted 2026-07-23 id 2080338985872769260
(3) Instagram - Google Chrome 10_19_2025 2_51_52 PM.png,Europe during Cold War (April 1949),NATO just formed and the Iron Curtain is freshly drawn: this is the exact month the Cold War map snapped into place.,Empires & borders,Cold War,Europe,active,2026-08-14T09:34:52+00:00,1,posted 2026-08-14 id 2088197653473468496
(3) Instagram - Google Chrome 10_19_2025 2_51_56 PM.png,Germans in Czechia 1930,"Before the Sudeten crisis made headlines, ethnic Germans already made up huge majorities across Czechoslovakia's borderlands.",Demographics & language,Interwar,Europe,active,2026-08-02T21:24:25+00:00,1,high-engagement debate topic; posted 2026-08-02 id 2084027564071260480
(3) Instagram - Google Chrome 10_19_2025 2_52_01 PM.png,What Language do Europeans want to learn?,"Spanish dominates almost the entire continent's wishlist, except for a few holdouts clinging to French, German, or Russian.",Demographics & language,Modern,Europe,active,2026-08-04T14:59:56+00:00,1,posted 2026-08-04 id 2084655579981881458
(3) Instagram - Google Chrome 10_19_2025 2_52_04 PM.png,Europe in 1210,"The Angevin Empire still stretches across Britain and France, and the Fourth Crusade has just carved up Byzantium into crusader states.",Empires & borders,Medieval,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_52_08 PM.png,Hungarian Territorial Expansion During World War II,"Hungary clawed back huge chunks of its lost territory by allying with Hitler, before losing it all again in 1945.",Wars & conflicts,WWII,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_52_12 PM.png,Europe in 1124,Kievan Rus' towers over a fractured Iberia while the Holy Roman Empire dominates the center — this is Europe before nation-states existed 🗺️,Empires & borders,Medieval,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_52_15 PM.png,"Finnish Civil War, 1918",Reds vs Whites: how a few brutal months in 1918 decided whether Finland would go socialist or stay independent.,Wars & conflicts,1910s,Europe,active,2026-08-03T21:39:22+00:00,1,posted 2026-08-03 id 2084393714022305828
(3) Instagram - Google Chrome 10_19_2025 2_52_22 PM.png,Most Consumed Alcoholic Beverage in Europe,"Wine, beer, or spirits — your drink of choice basically reveals your latitude. Where does your country land?",Demographics & language,Modern,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_52_24 PM.png,Europe in 1420,"The Ottomans are already knocking, the Golden Horde still looms, and the Holy Roman Empire sprawls across the center — a snapshot right before everything changes.",Empires & borders,Medieval,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_52_29 PM.png,Countries Where Netflix Is Available,There's a huge black hole in the middle of Eurasia where Netflix simply doesn't exist. Guess which countries got left out.,Economy & society,Modern,World,active,2026-08-04T11:03:14+00:00,1,posted 2026-08-04 id 2084596013323395246
(3) Instagram - Google Chrome 10_19_2025 2_52_33 PM.png,Europe in 1521,"Spain unified, the Ottomans creeping into the Balkans, and a patchwork Holy Roman Empire holding the center — Europe right as the Reformation is about to explode.",Empires & borders,Early modern,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_52_37 PM.png,Passports of European Countries,Ever noticed almost every EU passport is red or maroon? There's a surprisingly political reason why 📕,Oddities & superlatives,Modern,Europe,active,2026-07-02T17:53:27+00:00,1,strong thread candidate; posted 2026-07-02 id 2072740447278281083; top performer wk 2026-07-05 (88 imp)
(3) Instagram - Google Chrome 10_19_2025 2_52_39 PM.png,"Europe During World War II, 1944 December 15",By late 1944 the map was already collapsing for Germany — the Soviets are storming in and Finland has flipped sides. Here's Europe just weeks before the endgame.,Wars & conflicts,WWII,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_52_42 PM.png,"Collapse of the German Empire, November 26 1918","Within weeks of losing WWI, Germany fractured into a patchwork of soviet republics and monarchist holdouts. Here's the chaos of November 1918.",Wars & conflicts,1910s,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_52_44 PM.png,Second Most Popular Languages on Duolingo,German dominates as Europe's runner-up language obsession — but a few countries buck the trend entirely. Can you spot them?,Demographics & language,Modern,Europe,active,2026-07-27T14:03:45+00:00,1,posted 2026-07-27 id 2081742339098476636
(3) Instagram - Google Chrome 10_19_2025 2_52_46 PM.png,Europe in 1923,"Fresh borders everywhere: the Soviet Union, a reborn Poland, and a shrunken Austria-Hungary carved into pieces. This is Europe just after WWI reshuffled everything.",Empires & borders,Interwar,Europe,active,2026-08-08T22:57:29+00:00,1,"posted 2026-08-08 id 2086225312065675487; top performer wk 2026-08-09 (2,119 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_52_51 PM.png,"Population in European Countries, 1923",Germany still had over 60 million people right after losing a world war — the population numbers behind interwar Europe might surprise you.,Demographics & language,Interwar,Europe,active,2026-08-08T13:26:28+00:00,1,"posted 2026-08-08 id 2086081608956747978; top performer wk 2026-08-09 (2,797 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_52_53 PM.png,"Europe in 1920, August","Poland, the Baltics, and a dozen new states just carved out of empires — this is Europe barely a year after the Great War ended, still finding its shape.",Empires & borders,Interwar,Europe,active,2026-07-19T16:40:21+00:00,1,posted 2026-07-19 id 2078882644545167365
(3) Instagram - Google Chrome 10_19_2025 2_52_57 PM.png,"Treaty of Trianon Applied to Other Countries (Propaganda Map, 1921)","What if the punishing Treaty of Trianon had been applied to the USA, UK, or France instead of Hungary? This 1921 propaganda map imagined exactly that.",Wars & conflicts,1910s,Europe,active,2026-07-07T10:42:09+00:00,1,high-engagement debate topic; posted 2026-07-07 id 2074443849494073518
(3) Instagram - Google Chrome 10_19_2025 2_53_01 PM.png,Population in European Countries in 1858 (Excluding Colonies),"No country labels here, just raw numbers — but the population gaps across 1858 Europe still tell a striking story.",Demographics & language,19th century,Europe,active,2026-08-09T11:01:46+00:00,1,"no country name labels, numbers only; posted 2026-08-09 id 2086407583544553503"
(3) Instagram - Google Chrome 10_19_2025 2_53_05 PM.png,"Europe During World War I, May 1 1915","The Central Powers, the Entente, and a dozen still-neutral states — this is the map of Europe less than a year into the war that changed everything.",Wars & conflicts,1910s,Europe,active,2026-08-15T18:56:11+00:00,1,posted 2026-08-15 id 2088701302838829131
(3) Instagram - Google Chrome 10_19_2025 2_53_08 PM.png,"Collapse of Austria-Hungary, June 15 1919","One empire, six brand-new countries — including a short-lived Soviet Republic of Hungary. Here's the chaotic breakup of Austria-Hungary in real time.",Empires & borders,1910s,Europe,active,,0,title text on graphic has typo 'Autria-Hungary'
(3) Instagram - Google Chrome 10_19_2025 2_53_15 PM.png,German Empire in 1871: Constituent States,"Germany wasn't one country in 1871 — it was 25+ kingdoms, duchies, and free cities stitched together under Prussia. Here's the patchwork.",Empires & borders,19th century,Europe,active,2026-08-15T04:56:36+00:00,1,"posted 2026-08-15 id 2088490013533323548; top performer wk 2026-08-16 (17,024 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_53_17 PM.png,"Best-Selling Phones in the World, May 2022","Samsung rules more of the map than you'd think, but Xiaomi, Huawei, and even a local African brand are quietly dominating whole regions.",Economy & society,Modern,World,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_53_19 PM.png,Europe in 1860,"Italy isn't unified yet, Germany is still 'Prussia and friends,' and the Habsburgs still rule half of Central Europe — Europe right before it all changed.",Empires & borders,19th century,Europe,active,2026-08-02T04:03:33+00:00,1,"posted 2026-08-02 id 2083765619166470150; top performer wk 2026-08-02 (6,700 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_53_21 PM.png,"Vietnam War, April 1969","North vs South, right in the middle of America's most divisive war — here's Vietnam split down the DMZ in 1969.",Wars & conflicts,Cold War,Asia,active,2026-08-10T05:54:41+00:00,1,posted 2026-08-10 id 2086692690901573636
(3) Instagram - Google Chrome 10_19_2025 2_53_24 PM.png,Europe in 1767,"No Poland-Lithuania partition yet, no unified Germany or Italy — this is Europe just before the Enlightenment monarchies started falling apart.",Empires & borders,Early modern,Europe,active,2026-08-08T05:17:49+00:00,1,"posted 2026-08-08 id 2085958637785350510; top performer wk 2026-08-09 (19,855 imp)"
(3) Instagram - Google Chrome 10_19_2025 2_53_30 PM.png,"Treaty of Neuilly-sur-Seine, 1919",Bulgaria lost land to Serbia and Greece in one of the most overlooked WWI peace treaties. Here's exactly what it cost them.,Wars & conflicts,1910s,Europe,active,2026-08-02T11:41:48+00:00,1,posted 2026-08-02 id 2083880943807553813
(3) Instagram - Google Chrome 10_19_2025 2_53_37 PM.png,Leaders of European Countries in 1936,"Stalin, Hitler, Mussolini, and Atatürk all ruling at the same time — this map of 1936 Europe reads like a highlight reel of history's most infamous names.",Royal houses,Interwar,Europe,active,2026-07-11T20:35:20+00:00,1,high-engagement debate topic; posted 2026-07-11 id 2076042676982460898
(3) Instagram - Google Chrome 10_19_2025 2_53_39 PM.png,"Europe in 1742, During War of the Austrian Succession",A war over a woman's right to inherit a throne redrew the map of Central Europe. Here's what it looked like mid-fight.,Wars & conflicts,Early modern,Europe,active,2026-07-21T10:10:19+00:00,1,posted 2026-07-21 id 2079509265371296142
(3) Instagram - Google Chrome 10_19_2025 2_53_42 PM.png,"Gulags in the Soviet Union, 1930-1960",Hundreds of labor camps scattered across an entire continent-sized country — this map of Soviet gulags is as haunting as it is vast.,Wars & conflicts,Cold War,Asia,active,2026-08-01T17:30:27+00:00,1,sensitive/dark topic - review; posted 2026-08-01 id 2083606298306674980
(3) Instagram - Google Chrome 10_19_2025 2_53_44 PM.png,Top Google Autocomplete Result for 'Why Does [Country]...?' (Hungarian Google),"Hungarian Google users apparently think every country either 'wants Ukraine,' 'hates Morocco,' or just 'exists.' The results are painfully funny.",Oddities & superlatives,Modern,Europe,active,,0,strong thread candidate
(3) Instagram - Google Chrome 10_19_2025 2_53_47 PM.png,Europe in 1032,"Kievan Rus' is a giant, the Byzantine Empire still holds the Balkans, and Iberia is a patchwork of tiny Christian kingdoms — deep medieval Europe.",Empires & borders,Medieval,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_53_54 PM.png,Top Import Partners of European Countries in 2020,"China's flag blankets most of the map — but a few countries are still quietly loyal to Germany, the US, or their neighbors.",Economy & society,Modern,Europe,active,,0,
(3) Instagram - Google Chrome 10_19_2025 2_53_56 PM.png,"Europe in 1618, Before the Thirty Years' War",This is the calm before Europe's bloodiest religious war — a fragile balance of empires about to be shattered for thirty straight years.,Wars & conflicts,Early modern,Europe,active,,0,
